Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
8202   353139 0.23056650 2.4e-06000 0.07957160 0.33972040 0.012482
8202   83637  1.18434340 0.73082510 NA         NA         NA       
8202   8857   1.18434340 0.73082510 NA         NA         NA       
8202   57477  1.30165290 0.79835600 NA         NA         NA       
8202   2830   1.18434340 0.73082510 NA         NA         NA       
8202   375248 0.53914140 0.05830640 -0.0189154 0.82072570 0.0007639
8202   133746 0.17548210 0.00000000 -0.0131525 0.87480150 0.0003588
8202   7273   0.30143540 0.00018170 0.07189700 0.38847640 0.0100544
6261   8471   0.72761190 0.27584420 -0.0251526 0.76314340 0.0015466
6261   165    0.41331800 0.01138800 0.12143630 0.14425780 0.0288533
6261   713    0.28400850 0.00018730 0.18244260 0.02752110 0.0654207
6261   6708   1.21791040 0.74658740 NA         NA         NA       
6261   54502  0.43343280 0.01683500 -0.0036273 0.96534100 3.02e-05
6261   11178  1.21791040 0.74658740 NA         NA         NA       
6261   7157   0.04119400 0.00000000 -0.0654483 0.43253640 0.0093567
6261   120114 1.09905020 0.66760660 NA         NA         NA       
6261   4089   0.31902990 0.00082280 -0.0982667 0.23799470 0.026502
6261   2196   1.21791040 0.74658740 NA         NA         NA       
6261   53353  1.00000000 0.58411480 NA         NA         NA       
6261   1029   0.34626870 0.00207930 -0.0287459 0.73052750 0.0019756
6261   84033  1.09905020 0.66760660 NA         NA         NA       
6261   7301   0.84434970 0.41881740 NA         NA         NA       
6261   8085   0.36129700 0.00324430 0.10103620 0.22496190 0.0206605
6261   353139 0.19467880 4e-0700000 -0.0419163 0.61542560 0.0041607
6261   83637  1.00000000 0.58411480 NA         NA         NA       
6261   8857   1.00000000 0.58411480 NA         NA         NA       
6261   57477  1.09905020 0.66760660 NA         NA         NA       
6261   2830   1.00000000 0.58411480 NA         NA         NA       
6261   375248 0.45522390 0.02452780 -0.0654425 0.43257700 0.0113637
6261   133746 0.14816820 0.00000000 -0.1297188 0.11863560 0.0426928
6261   7273   0.25451690 3.85e-0500 0.16349430 0.04863050 0.0540895
8471   165    0.56804730 0.06634660 0.00863600 0.91760230 0.00014
8471   713    0.39032970 0.00258530 0.11116290 0.18161950 0.0214674
8471   6708   1.67384620 0.92539450 NA         NA         NA       
8471   54502  0.59569230 0.08864050 0.07335390 0.37890990 0.0093468
8471   11178  1.67384620 0.92539450 NA         NA         NA       
8471   7157   0.05661540 0.00000000 0.04913980 0.55585440 0.0047566
8471   120114 1.51048950 0.88751090 NA         NA         NA       
8471   4089   0.43846150 0.00860460 -0.0268641 0.74755240 0.0014153
8471   2196   1.67384620 0.92539450 NA         NA         NA       
8471   53353  1.37435900 0.83978920 NA         NA         NA       
8471   1029   0.47589740 0.01797270 -0.1241438 0.13545720 0.0365587
8471   84033  1.51048950 0.88751090 NA         NA         NA       
8471   7301   1.16043960 0.71813030 NA         NA         NA       
8471   8085   0.49655170 0.02545070 0.04517080 0.58824180 0.0036946
8471   353139 0.26755850 1.27e-0500 -0.0963398 0.24736840 0.0191396
8471   83637  1.37435900 0.83978920 NA         NA         NA       
8471   8857   1.37435900 0.83978920 NA         NA         NA       
8471   57477  1.51048950 0.88751090 NA         NA         NA       
8471   2830   1.37435900 0.83978920 NA         NA         NA       
8471   375248 0.62564100 0.11660810 -0.0964406 0.24687190 0.0215073
8471   133746 0.20363640 1e-0700000 0.08926040 0.28398650 0.0147098
8471   7273   0.34979760 0.00069510 0.04175650 0.61677400 0.0032005
165    713    0.68714290 0.12467670 0.03216960 0.69989290 0.0014504
165    6708   2.94666670 0.99894360 NA         NA         NA       
165    54502  1.04866670 0.62093650 NA         NA         NA       
165    11178  2.94666670 0.99894360 NA         NA         NA       
165    7157   0.09966670 0.00000000 -0.0696863 0.40326610 0.0067607
165    120114 2.65909090 0.99781870 NA         NA         NA       
165    4089   0.77187500 0.23176190 0.05631820 0.49955980 0.0043666
165    2196   2.94666670 0.99894360 NA         NA         NA       
